50	[нрзб]	[нрзб]	X	_	_	56	punct	_	@r1994m-words#@r1994m#85.836#86.169
51	для	для	ADP	_	_	52	case	_	@r1994m-words#@r1994m#86.169#86.502
52	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	56	nmod	_	@r1994m-words#@r1994m#86.502#86.835
53	правда	правда	ADV	_	Degree=Pos	56	parataxis	_	@r1994m-words#@r1994m#86.835#87.168
54	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	56	nsubj	_	@r1994m-words#@r1994m#87.168#87.501
55	как	как	PART	_	_	56	mark	_	@r1994m-words#@r1994m#87.501#87.834
56	семья	семья	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	48	conj	_	@r1994m-words#@r1994m#87.834#88.167
57	а	а	CCONJ	_	_	56	cc	_	@r1994m-words#@r1994m#88.167#88.5
58	/	/	PUNCT	_	_	63	punct	_	@r1994m-words#@r1994m#88.5#88.833
59	поскольку	поскольку	SCONJ	_	_	63	mark	_	@r1994m-words#@r1994m#88.833#89.166
60	у	у	ADP	_	_	61	case	_	@r1994m-words#@r1994m#89.166#89.499
61	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	63	obl	_	@r1994m-words#@r1994m#89.499#89.832
62	семьи	семья	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	63	nsubj	_	@r1994m-words#@r1994m#89.832#90.165
63	у	у		_	_	56	acl	_	@r1994m-words#@r1994m#90.165#90.498
64	/	/	PUNCT	_	_	69	punct	_	@r1994m-words#@r1994m#90.498#90.831
65	как	как	PART	_	_	69	mark	_	@r1994m-words#@r1994m#90.831#91.164
66	бы	бы	PART	_	_	65	fixed	_	@r1994m-words#@r1994m#91.164#91.497
67	и	и	PART	_	_	69	advmod	_	@r1994m-words#@r1994m#91.497#91.83
68	не	не	PART	_	_	69	advmod	_	@r1994m-words#@r1994m#91.83#92.163
69	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	63	acl	_	@r1994m-words#@r1994m#92.163#92.526
70	/	/	PUNCT	_	_	69	punct	_	@r1994m-words#@r1994m#92.965#93.201
71	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	69	nsubj	_	@r1994m-words#@r1994m#93.201#93.437
72	и	и	CCONJ	_	_	75	advmod	_	@r1994m-words#@r1994m#93.437#93.673
73	в	в	ADP	_	_	75	case	_	@r1994m-words#@r1994m#93.673#93.909
74	детском	детский	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	75	amod	_	@r1994m-words#@r1994m#93.909#94.145
75	доме	дом	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	69	obl	_	@r1994m-words#@r1994m#94.145#94.381
76	побывал	побывать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	69	nsubj	_	@r1994m-words#@r1994m#94.381#94.617
77	и	и	CCONJ	_	_	79	advmod	_	@r1994m-words#@r1994m#94.617#94.853
78	в	в	ADP	_	_	79	case	_	@r1994m-words#@r1994m#94.853#95.089
79	интернате	интернат	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	76	obl	_	@r1994m-words#@r1994m#95.089#95.326
80	/	/	PUNCT	_	_	91	punct	_	@r1994m-words#@r1994m#95.806#96.18
81	то	то	SCONJ	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	91	mark	_	@r1994m-words#@r1994m#96.18#96.554
82	есть	есть	CCONJ	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	81	fixed	_	@r1994m-words#@r1994m#96.554#96.928
83	/	/	PUNCT	_	_	81	punct	_	@r1994m-words#@r1994m#96.928#97.302
84	видимо	видимо	ADV	_	Degree=Pos	91	advmod	_	@r1994m-words#@r1994m#97.302#97.676
85	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	91	nsubj	_	@r1994m-words#@r1994m#97.676#98.05
86	на…	на…	X	_	_	85	punct	_	@r1994m-words#@r1994m#98.05#98.424
87	настолько	настолько	ADV	_	Degree=Pos	91	mark	_	@r1994m-words#@r1994m#98.424#98.798
88	для	для	ADP	_	_	89	case	_	@r1994m-words#@r1994m#98.798#99.172
89	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	91	obl	_	@r1994m-words#@r1994m#99.172#99.546
90	вот	вот	PART	_	_	91	advmod	_	@r1994m-words#@r1994m#99.546#99.92
91	стало	стать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	79	parataxis	_	@r1994m-words#@r1994m#99.92#100.294
92	родное	родной	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	93	amod	_	@r1994m-words#@r1994m#100.294#100.668
93	место	место	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	116	obj	_	@r1994m-words#@r1994m#100.668#101.045
94	/	/	PUNCT	_	_	101	punct	_	@r1994m-words#@r1994m#101.227#101.545
95	потому	потому	SCONJ	_	Degree=Pos	101	mark	_	@r1994m-words#@r1994m#101.545#101.863
96	что	что	SCONJ	_	_	95	fixed	_	@r1994m-words#@r1994m#101.863#102.181
97	где	где	ADV	_	Degree=Pos	101	advmod	_	@r1994m-words#@r1994m#102.181#102.499
98	бы	бы	AUX	_	_	101	aux	_	@r1994m-words#@r1994m#102.499#102.817
99	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	101	nsubj	_	@r1994m-words#@r1994m#102.817#103.135
100	ни	ни	PART	_	_	101	advmod	_	@r1994m-words#@r1994m#103.135#103.453
101	работал	работать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	116	parataxis	_	@r1994m-words#@r1994m#103.453#103.771
102	/	/	PUNCT	_	_	106	punct	_	@r1994m-words#@r1994m#103.771#104.089
103	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	106	nsubj	_	@r1994m-words#@r1994m#104.089#104.407
104	никогда	никогда	ADV	_	Degree=Pos	106	advmod	_	@r1994m-words#@r1994m#104.407#104.725
105	не	не	PART	_	_	106	advmod	_	@r1994m-words#@r1994m#104.725#105.043
106	чувствовал	чувствовать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	101	conj	_	@r1994m-words#@r1994m#105.043#105.361
107	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	106	det	_	@r1994m-words#@r1994m#105.361#105.679
108	вот	вот	PART	_	_	107	advmod	_	@r1994m-words#@r1994m#105.679#105.997
109	/	/	PUNCT	_	_	111	punct	_	@r1994m-words#@r1994m#105.997#106.315
110	ну	ну	PART	_	_	111	parataxis	_	@r1994m-words#@r1994m#106.315#106.633
111	тут	тут	ADV	_	Degree=Pos	116	advmod	_	@r1994m-words#@r1994m#106.633#106.951
112	правда	правда	ADV	_	Degree=Pos	116	parataxis	_	@r1994m-words#@r1994m#106.951#107.269
113	все	все	DET	_	Case=Nom|Number=Plur	114	det	_	@r1994m-words#@r1994m#107.269#107.587
114	друг	друг	PRON	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	116	nsubj	_	@r1994m-words#@r1994m#107.587#107.905
115	друга	друг	PROM	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	114	fixed	_	@r1994m-words#@r1994m#107.905#108.223
116	пытаются	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	91	csubj	_	@r1994m-words#@r1994m#108.223#108.541
117	поддержать	поддержать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	116	xcomp	_	@r1994m-words#@r1994m#108.541#108.859
118	/	/	PUNCT	_	_	120	punct	_	@r1994m-words#@r1994m#108.859#109.177
119	какие-то	какой-то	PRON	_	Case=Nom|Number=Plur	120	det	_	@r1994m-words#@r1994m#109.177#109.495
120	сложности	сложность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	117	obl	_	@r1994m-words#@r1994m#109.495#109.813
121	как-то	как-то	ADV	_	Degree=Pos	122	advmod	_	@r1994m-words#@r1994m#109.813#110.131
122	помочь	помочь	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	120	obl	_	@r1994m-words#@r1994m#110.131#110.449
123	решить	решить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	122	xcomp	_	@r1994m-words#@r1994m#110.449#110.767
124	/	/	PUNCT	_	_	123	punct	_	@r1994m-words#@r1994m#110.767#111.085
125	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	127	nsubj	_	@r1994m-words#@r1994m#111.085#111.403
126	настолько	настолько	ADV	_	Degree=Pos	127	obl	_	@r1994m-words#@r1994m#111.403#111.721
127	круто	круто	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	122	conj	_	@r1994m-words#@r1994m#111.721#112.039
128	и	и	CCONJ	_	_	130	cc	_	@r1994m-words#@r1994m#112.039#112.357
129	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	130	nsubj	_	@r1994m-words#@r1994m#112.357#112.675
130	надеюсь	надеяться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	137	parataxis	_	@r1994m-words#@r1994m#112.675#112.993
131	что	что	SCONJ	_	Case=Nom	137	nsubj	_	@r1994m-words#@r1994m#112.993#113.311
132	/	/	PUNCT	_	_	131	punct	_	@r1994m-words#@r1994m#113.311#113.629
133	когда-нибудь	когда-нибудь	ADV	_	Degree=Pos	137	parataxis	_	@r1994m-words#@r1994m#113.629#113.947
134	/	/	PUNCT	_	_	133	punct	_	@r1994m-words#@r1994m#113.947#114.265
135	во	в	ADP	_	_	137	case	_	@r1994m-words#@r1994m#114.265#114.583
136	всех	все	DET	_	Case=Loc|Number=Plur	137	det	_	@r1994m-words#@r1994m#114.583#114.901
137	клубах	клуб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	122	conj	_	@r1994m-words#@r1994m#114.901#115.219
138	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#115.219#115.537
139	/	/	PUNCT	_	_	141	nsubj	_	@r1994m-words#@r1994m#115.537#115.855
140	будет	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	141	cop	_	@r1994m-words#@r1994m#115.855#116.173
141	так	так	ADV	_	Degree=Pos	137	conj	_	@r1994m-words#@r1994m#116.173#116.531
142	/	/	PUNCT	_	_	143	punct	_	@r1994m-words#@r1994m#117.093#117.483
143	приглашаю	приглашать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	141	conj	_	@r1994m-words#@r1994m#117.483#117.873
144	всех	все	PRON	_	Animacy=Anim|Case=Acc|Number=Plur	143	obj	_	@r1994m-words#@r1994m#117.873#118.263
145	в	в	ADP	_	_	146	case	_	@r1994m-words#@r1994m#118.263#118.653
146	клуб	клуб	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	143	obl	_	@r1994m-words#@r1994m#118.653#119.043
147	Малевич	Малевич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	151	nsubj	_	@r1994m-words#@r1994m#119.043#119.433
148	потому	потому	SCONJ	_	Degree=Pos	151	mark	_	@r1994m-words#@r1994m#119.433#119.823
149	что	что	SCONJ	_	_	148	fixed	_	@r1994m-words#@r1994m#119.823#120.213
150	здесь	здесь	ADV	_	Degree=Pos	151	advmod	_	@r1994m-words#@r1994m#120.213#120.603
151	лалайла	лалайла	X	_	_	_	_	_	@r1994m-words#@r1994m#120.603#121.0
152	/	/	PUNCT	_	_	155	punct	_	@r1994m-words#@r1994m#148.968#149.11
153	как	как	SCONJ	_	_	155	mark	_	@r1994m-words#@r1994m#149.11#149.252
154	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	155	nsubj	_	@r1994m-words#@r1994m#149.252#149.394
155	стал	стать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	151	advcl	_	@r1994m-words#@r1994m#149.394#149.536
156	травести	травести	ADJ	_	Case=Gen	157	nummod	_	@r1994m-words#@r1994m#149.536#149.678
157	артистом	артист	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	155	obl	_	@r1994m-words#@r1994m#149.678#149.82
158	/	/	PUNCT	_	_	159	punct	_	@r1994m-words#@r1994m#149.82#149.962
159	так	так	PART	_	Degree=Pos	164	parataxis	_	@r1994m-words#@r1994m#149.962#150.104
160	/	/	PUNCT	_	_	164	punct	_	@r1994m-words#@r1994m#150.104#150.246
161	ммм	ммм	X	_	_	_	_	_	@r1994m-words#@r1994m#150.246#150.388
162	/	/	PUNCT	_	_	164	punct	_	@r1994m-words#@r1994m#150.388#150.53
163	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	164	nsubj	_	@r1994m-words#@r1994m#150.53#150.672
164	случилось	случиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	155	conj	_	@r1994m-words#@r1994m#150.672#150.814
165	спонтанно	спонтанно	ADV	_	Degree=Pos	164	advmod	_	@r1994m-words#@r1994m#150.814#150.968
166	/	/	PUNCT	_	_	192	punct	_	@r1994m-words#@r1994m#152.5#153.029
167	а	а	X	_	_	_	_	_	@r1994m-words#@r1994m#153.029#153.558
168	примерно	примерно	ADV	_	Degree=Pos	171	advmod	_	@r1994m-words#@r1994m#153.558#154.087
169	/	/	PUNCT	_	_	171	punct	_	@r1994m-words#@r1994m#154.087#154.616
170	где-то	где-то	ADV	_	Degree=Pos	171	advmod	_	@r1994m-words#@r1994m#154.616#155.145
171	три	три	NUM	_	Animacy=Inan|Case=Acc	172	nummod:gov	_	@r1994m-words#@r1994m#155.145#155.674
172	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	192	obl	_	@r1994m-words#@r1994m#155.674#156.203
173	назад	назад	ADV	_	Degree=Pos	172	advmod	_	@r1994m-words#@r1994m#156.203#156.732
174	/	/	PUNCT	_	_	183	punct	_	@r1994m-words#@r1994m#156.732#157.261
175	когда	когда	SCONJ	_	_	183	mark	_	@r1994m-words#@r1994m#157.261#157.79
176	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	183	nsubj	_	@r1994m-words#@r1994m#157.79#158.319
177	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	183	cop	_	@r1994m-words#@r1994m#158.319#158.848
178	на	на	ADP	_	_	179	case	_	@r1994m-words#@r1994m#158.848#159.377
179	дне	день	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	183	nmod	_	@r1994m-words#@r1994m#159.377#159.906
180	рождения	рождение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	179	nmod	_	@r1994m-words#@r1994m#159.906#160.435
181	у	у	ADP	_	_	183	case	_	@r1994m-words#@r1994m#160.435#160.964
182	одной	один	PRON	_	Case=Loc|Gender=Fem	183	nummod	_	@r1994m-words#@r1994m#160.964#161.493
183	артистки	артистка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	172	nmod	_	@r1994m-words#@r1994m#161.493#162.022
184	#смех#	#смех#	X	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	183	nmod	_	@r1994m-words#@r1994m#162.022#162.562
185	/	/	PUNCT	_	_	187	punct	_	@r1994m-words#@r1994m#163.968#164.337
186	и	и	CCONJ	_	_	187	cc	_	@r1994m-words#@r1994m#164.337#164.706
187	перебрав	перебрать	VERB	_	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act	192	advcl	_	@r1994m-words#@r1994m#164.706#165.075
188	/	/	PUNCT	_	_	187	punct	_	@r1994m-words#@r1994m#165.075#165.444
189	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	192	nsubj	_	@r1994m-words#@r1994m#165.444#165.813
190	#смех#	#смех#	X	_	_	189	nmod	_	@r1994m-words#@r1994m#165.813#166.182
191	/	/	PUNCT	_	_	190	punct	_	@r1994m-words#@r1994m#166.182#166.551
192	начал	начать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	164	conj	_	@r1994m-words#@r1994m#166.551#166.92
193	портить	портить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	192	xcomp	_	@r1994m-words#@r1994m#166.92#167.289
194	шоу	шоу	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	193	iobj	_	@r1994m-words#@r1994m#167.289#167.658
195	#смех#	#смех#	X	_	_	_	nmod	_	@r1994m-words#@r1994m#167.658#168.031
196	/	/	PUNCT	_	_	198	punct	_	@r1994m-words#@r1994m#168.32#168.688
197	на	на	ADP	_	_	198	case	_	@r1994m-words#@r1994m#168.688#169.056
198	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	195	nmod	_	@r1994m-words#@r1994m#169.056#169.424
199	моя	мой	DET	_	Case=Nom|Gender=Fem|Number=Sing	200	det	_	@r1994m-words#@r1994m#169.424#169.792
200	дружба	дружба	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	204	nsubj	_	@r1994m-words#@r1994m#169.792#170.16
201	с	с	ADP	_	_	203	case	_	@r1994m-words#@r1994m#170.16#170.528
202	той	тот	DET	_	Case=Ins|Gender=Fem|Number=Sing	203	det	_	@r1994m-words#@r1994m#170.528#170.896
203	артисткой	артистка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	204	obl	_	@r1994m-words#@r1994m#170.896#171.264
204	закончилась	закончиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	193	ccomp	_	@r1994m-words#@r1994m#171.264#171.64
205	/	/	PUNCT	_	_	210	punct	_	@r1994m-words#@r1994m#171.96#172.262
206	и	и	CCONJ	_	_	210	cc	_	@r1994m-words#@r1994m#172.262#172.564
207	как-то	как-то	ADV	_	Degree=Pos	210	advmod	_	@r1994m-words#@r1994m#172.564#172.866
208	ко	к	ADP	_	_	209	case	_	@r1994m-words#@r1994m#172.866#173.168
209	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	210	obl	_	@r1994m-words#@r1994m#173.168#173.47
210	подходят	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	204	conj	_	@r1994m-words#@r1994m#173.47#173.772
211	уже	уже	ADV	_	Degree=Pos	210	advmod	_	@r1994m-words#@r1994m#173.772#174.074
212	посл…	посл…	X	_	_	217	_	_	@r1994m-words#@r1994m#174.074#174.376
213	там	там	ADV	_	Degree=Pos	217	advmod	_	@r1994m-words#@r1994m#174.376#174.678
214	как-то	как-то	ADV	_	Degree=Pos	215	obl	_	@r1994m-words#@r1994m#174.678#174.98
215	шоу-программа	шоу-программа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	217	nsubj	_	@r1994m-words#@r1994m#174.98#175.282
216	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	215	det	_	@r1994m-words#@r1994m#175.282#175.584
217	закончилась	закончиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	210	ccomp	_	@r1994m-words#@r1994m#175.584#175.886
218	/	/	PUNCT	_	_	222	punct	_	@r1994m-words#@r1994m#175.886#176.188
219	и	и	CCONJ	_	_	222	cc	_	@r1994m-words#@r1994m#176.188#176.49
220	ко	к	ADP	_	_	221	case	_	@r1994m-words#@r1994m#176.49#176.792
221	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	222	obl	_	@r1994m-words#@r1994m#176.792#177.094
222	подходит	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	217	conj	_	@r1994m-words#@r1994m#177.094#177.396
223	другая	другой	PRON	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	224	amod	_	@r1994m-words#@r1994m#177.396#177.698
224	травести	травести	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	322	nummod	_	@r1994m-words#@r1994m#177.698#178.0
225	артистк…	артистк…	X	_	_	_	_	_	@r1994m-words#@r1994m#178.0#178.302
226	дива	дива	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	322	nmod	_	@r1994m-words#@r1994m#178.302#178.604
227	и	и	CCONJ	_	_	229	cc	_	@r1994m-words#@r1994m#178.604#178.906
228	/	/	PUNCT	_	_	229	punct	_	@r1994m-words#@r1994m#178.906#179.208
229	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	322	parataxis	_	@r1994m-words#@r1994m#179.208#179.51
230	/	/	PUNCT	_	_	234	punct	_	@r1994m-words#@r1994m#179.51#179.812
231	а	а	CCONJ	_	_	234	cc	_	@r1994m-words#@r1994m#179.812#180.114
232	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	234	nsubj	_	@r1994m-words#@r1994m#180.114#180.416
233	не	не	PART	_	_	234	advmod	_	@r1994m-words#@r1994m#180.416#180.718
