"1	тру	тру	ADJ	_	Animacy=|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#9.298#9.674"
"29	мчу	мчать  VERB	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#19.861#20.2"
"30	в	в	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#20.2#20.539"
"31	магазин	магазин	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#20.539#20.878"
"32	думая	думать	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#20.878#21.217"
"33	что	что	SCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#21.217#21.556"
"34	блин	блин	INTJ	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#21.556#21.895"
"35	Люба	Люба	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#21.895#22.234"
"36	разводится	разводиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@mt1995f-words#@mt1995f#22.234#22.573"
"37	чтооо	чтооо	PRON	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#22.573#22.912"
"38	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#22.912#23.251"
"39	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#23.251#23.59"
"40	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#23.59#23.929"
"41	не	не	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#23.929#24.268"
"42	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#24.268#24.607"
"43	открываю	открывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#24.607#24.946"
"44	а	а	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#24.946#25.285"
"45	там	там	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#25.285#25.624"
"46	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#25.624#25.963"
"47	оказывается	оказываться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@mt1995f-words#@mt1995f#25.963#26.302"
"48	что	что	SCONJ	_	Case=Acc	_	_	_	@mt1995f-words#@mt1995f#26.302#26.641"
"49	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@mt1995f-words#@mt1995f#26.641#26.98"
"50	договорились	договориться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mt1995f-words#@mt1995f#26.98#27.319"
"51	на	на	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#27.319#27.658"
"52	месяц	месяц	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#27.658#27.997"
"53	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#27.997#28.336"
"54	что	что	SCONJ	_	Case=Acc	_	_	_	@mt1995f-words#@mt1995f#28.336#28.675"
"55	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#28.675#29.014"
"56	на	на	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#29.014#29.353"
"57	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#29.353#29.692"
"58	съемок	съемка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#29.692#30.031"
"59	нового	новый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#30.031#30.37"
"60	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#30.37#30.709"
"61	Без	без	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#30.709#31.048"
"62	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#31.048#31.387"
"63	уезжаешь	уезжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#31.387#31.726"
"64	от	от	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#31.726#32.065"
"65	мужа	муж	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#32.065#32.416"
"66	как	как	ADV	_	_	_	_	_	@mt1995f-words#@mt1995f#33.111#33.445"
"67	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#33.445#33.779"
"68	предложила	предложить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#33.779#34.113"
"69	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#34.113#34.447"
"70	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#34.447#34.781"
"71	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#34.781#35.115"
"72	и	и	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#35.115#35.449"
"73	расскажи	рассказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#35.449#35.783"
"74	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#35.783#36.117"
"75	вот	вот	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#36.117#36.451"
"76	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#36.451#36.785"
"77	предлагаешь	предлагать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#36.785#37.119"
"78	и	и	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#37.119#37.453"
"79	что	что	PRON	_	Case=Nom	_	_	_	@mt1995f-words#@mt1995f#37.453#37.787"
"80	дальше	дальше	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#37.787#38.121"
"81	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#38.121#38.455"
"82	давай-ка	давай-ка	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#38.455#38.789"
"83	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mt1995f-words#@mt1995f#38.789#39.123"
"84	с	с	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#39.123#39.457"
"85	тобой	ты	PRON	_	Case=Ins|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#39.457#39.791"
"86	разъедемся	разъехаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@mt1995f-words#@mt1995f#39.791#40.129"
"87	ну	ну	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#45.687#46.195"
"88	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#46.195#46.703"
"89	#смеются#	#смеются#	X	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#46.703#47.211"
"90	давай-ка	давай-ка	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#47.211#47.719"
"91	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#47.719#48.227"
"92	уедешь	уехать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#48.227#48.735"
"93	сколько	сколько	NUM	_	_	_	_	_	@mt1995f-words#@mt1995f#95.52#95.853"
"94	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#95.853#96.186"
"95	восемь	восемь	NUM	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#96.186#96.52"
"96	а	а	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#103.88#104.015"
"97	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#104.015#104.15"
"98	даже	даже	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#104.15#104.285"
"99	нельзя	нельзя	PRED	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#104.285#104.42"
"100	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#104.42#104.555"
"101	ни	ни	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#104.555#104.69"
"102	звонков	звонок	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#104.69#104.825"
"103	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#104.825#104.96"
"104	ни	ни	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#104.96#105.095"
"105	перепис...	перепис...	X	_	_	_	_	_	@mt1995f-words#@mt1995f#105.095#105.23"
"106	?	?	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#105.23#105.375"
"107	ну	ну	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#122.24#122.44"
"108	насколько	насколько	SCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#122.44#122.64"
"109	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#122.64#122.84"
"110	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#122.84#123.04"
"111	не	не	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#123.04#123.24"
"112	выдержали	выдержать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#123.24#123.44"
"113	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@mt1995f-words#@mt1995f#123.44#123.64"
"114	все-таки	все-таки	PART	_	Case=Nom|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#123.64#123.84"
"116	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#124.04#124.24"
"117	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@mt1995f-words#@mt1995f#124.64#125.14"
"118	недели	неделя	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#125.14#125.64"
"119	всего	вcего	ADV	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#125.64#126.14"
"120	#смеются#	#смеются#	X	_	_	_	_	_	@mt1995f-words#@mt1995f#126.14#126.64"
"121	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#2023.88#2024.19"
"122	любишь	любить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2024.19#2024.5"
"123	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2024.5#2024.81"
"124	менять	менять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2024.81#2025.12"
"125	свою	свой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2025.12#2025.43"
"126	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2025.43#2025.74"
"127	каким-то	какой-то	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2025.74#2026.05"
"128	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2026.05#2026.36"
"129	для	для	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2026.36#2026.67"
"130	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2026.67#2026.98"
"131	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@mt1995f-words#@mt1995f#2026.98#2027.29"
"132	там	там	PART	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2027.29#2027.6"
"133	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2027.6#2027.91"
"134	вжиться	вжиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@mt1995f-words#@mt1995f#2027.91#2028.22"
"135	в	в	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2028.22#2028.53"
"136	персонажа	персонаж	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2028.53#2028.84"
"137	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2028.84#2029.15"
"138	сыграть	сыграть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2029.15#2029.46"
"139	кого-то	кто-то	PRON	_	Case=Acc	_	_	_	@mt1995f-words#@mt1995f#2029.46#2029.77"
"140	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2029.77#2030.08"
"141	и	и	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2030.08#2030.39"
"142	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#2030.39#2030.7"
"143	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2030.7#2031.01"
"144	себя	себя	PRON	_	Case=Acc	_	_	_	@mt1995f-words#@mt1995f#2031.01#2031.32"
"145	немножко	немножко	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2031.32#2031.63"
"146	перестраиваешь	перестраивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2031.63#2031.94"
"147	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2031.94#2032.25"
"148	вот	вот	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#2032.25#2032.56"
"149	в	в	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2032.56#2032.87"
"150	сериале	сериал	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2032.87#2033.18"
"151	бывшие	бывший	SNOUN	_	Aspect=Imp|Case=Nom|Number=Plur|Tense=Past|VerbForm=Part|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2033.18#2033.49"
"152	как	как	PRON	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2033.49#2033.8"
"153	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2033.8#2034.11"
"154	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2034.11#2034.42"
"155	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2034.42#2034.73"
"156	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#2034.73#2035.04"
"157	смотрела	смотреть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2035.04#2035.35"
"158	первую	первый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2035.35#2035.66"
"159	серию	серия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2035.66#2035.97"
"160	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2035.97#2036.28"
"161	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#2036.28#2036.59"
"162	там	там	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2036.59#2036.9"
"163	так	так	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2036.9#2037.21"
"164	играешь	играть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2037.21#2037.52"
"165	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2037.52#2037.83"
"166	женщину	женщина	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2037.83#2038.14"
"167	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2038.14#2038.45"
"168	девушку	девушка	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2038.45#2038.76"
"169	которая	который	DET	_	Case=Nom	_	_	_	@mt1995f-words#@mt1995f#2038.76#2039.07"
"170	под	под	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2039.07#2039.38"
"171	наркотиками	наркотик	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#2039.38#2039.69"
"172	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2039.69#2040.04"
"173	что	что	SCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2040.44#2040.672"
"174	у	у	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2040.672#2040.904"
"175	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#2040.904#2041.136"
"176	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2041.136#2041.368"
"177	же	же	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#2041.368#2041.6"
"178	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2041.6#2041.832"
"179	откуда	откуда	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2041.832#2042.064"
"180	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#2042.064#2042.296"
"181	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2042.296#2042.528"
"182	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2042.528#2042.76"
"183	как	как	ADV	_	Degree=Pos	_	_	_	@mt1995f-words#@mt1995f#2042.76#2042.992"
"184	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mt1995f-words#@mt1995f#2042.992#2043.224"
"185	себя	себя	PRON	_	Case=Acc	_	_	_	@mt1995f-words#@mt1995f#2043.224#2043.456"
"186	ведут	вести	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2043.456#2043.688"
"187	/	/	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2043.688#2043.92"
"188	как	как	ADV	_	_	_	_	_	@mt1995f-words#@mt1995f#2043.92#2044.152"
"189	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2044.152#2044.4"
"190	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#2047.8#2048.486"
"191	представляю	представлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2048.486#2049.172"
"192	#смеется#	#смеется#	X	_	_	_	_	_	@mt1995f-words#@mt1995f#2049.172#2049.86"
"193	#смеется#	#смеется#	X	_	_	_	_	_	@mt1995f-words#@mt1995f#2053.42#2055.04"
"194	аа	аа	INTJ	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2061.312#2061.525"
"195	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2061.525#2061.738"
"196	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2061.738#2061.951"
"197	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2061.951#2062.164"
"198	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2062.164#2062.377"
"199	да	да	INTJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2062.377#2062.593"
"200	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mt1995f-words#@mt1995f#2069.687#2069.921"
"201	читала	читать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mt1995f-words#@mt1995f#2069.921#2070.155"
"202	дневники	дневник	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#2070.155#2070.389"
"203	?	?	PUNCT	_	_	_	_	_	@mt1995f-words#@mt1995f#2070.389#2070.625"
"204	а	а	CCONJ	_	_	_	_	_	@mt1995f-words#@mt1995f#2071.281#2071.506"
"205	что	что	PRON	_	Case=Nom	_	_	_	@mt1995f-words#@mt1995f#2071.506#2071.731"
"206	за	за	ADP	_	_	_	_	_	@mt1995f-words#@mt1995f#2071.731#2071.956"
"207	дневники	дневник	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mt1995f-words#@mt1995f#2071.956#2072.181"
"208	ну	ну	PART	_	_	_	_	_	@mt1995f-words#@mt1995f#2072.181#2072.406"
"209	угу	угу	INTJ	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2078.379#2078.683"
"210	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mt1995f-words#@mt1995f#2185.133#2185.41"
"211	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mt1995f-words#@mt1995f#2185.41#2185.687"
